,Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region,Profit,Time to sale ,Months to sale 
24682,2018-04-27,Off-White,Nike-Blazer-Mid-Off-White,710.0,130,2017-09-09,13.0,New York,580.0,230 days,7
24683,2018-04-27,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,525.0,200,2017-11-01,13.0,New York,325.0,177 days,5
24726,2018-04-28,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2150.0,190,2017-09-09,11.0,Washington,1960.0,231 days,7
24727,2018-04-28,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2232.0,190,2017-09-09,10.5,Oregon,2042.0,231 days,7
24728,2018-04-28,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1850.0,190,2018-03-03,14.0,California,1660.0,56 days,1
24729,2018-04-28,Off-White,Nike-Air-Max-90-Off-White,885.0,160,2017-09-09,8.5,New York,725.0,231 days,7
24730,2018-04-28,Off-White,Nike-Air-Max-97-Off-White,775.0,190,2017-11-01,13.0,Oregon,585.0,178 days,5
24731,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,569.0,250,2018-04-14,9.0,New Jersey,319.0,14 days,0
24732,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,533.0,250,2018-04-14,10.0,California,283.0,14 days,0
24733,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,584.0,250,2018-04-14,12.0,Indiana,334.0,14 days,0
24734,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,559.0,250,2018-04-14,8.0,New York,309.0,14 days,0
24735,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,11.0,Illinois,295.0,14 days,0
24736,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,519.0,250,2018-04-14,4.0,Oregon,269.0,14 days,0
24737,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,535.0,250,2018-04-14,10.0,New Jersey,285.0,14 days,0
24738,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,570.0,250,2018-04-14,11.5,Washington,320.0,14 days,0
24739,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,580.0,250,2018-04-14,12.0,Michigan,330.0,14 days,0
24740,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,570.0,250,2018-04-14,12.0,New York,320.0,14 days,0
24741,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,568.0,250,2018-04-14,12.0,Florida,318.0,14 days,0
24742,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,10.0,New Jersey,300.0,14 days,0
24743,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,11.0,Texas,300.0,14 days,0
24744,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-2018,583.0,250,2018-04-14,12.0,Michigan,333.0,14 days,0
24745,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-Black,540.0,250,2018-03-30,7.0,California,290.0,29 days,0
24746,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-Black,640.0,250,2018-03-30,10.5,Michigan,390.0,29 days,0
24747,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-Black,585.0,250,2018-03-30,8.5,Virginia,335.0,29 days,0
24748,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-Black,645.0,250,2018-03-30,11.5,California,395.0,29 days,0
24749,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-Black,675.0,250,2018-03-30,12.0,California,425.0,29 days,0
24750,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-Black,630.0,250,2018-03-30,11.0,Florida,380.0,29 days,0
24751,2018-04-28,Off-White,Nike-Air-VaporMax-Off-White-Black,624.0,250,2018-03-30,10.0,Georgia,374.0,29 days,0
24752,2018-04-28,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,640.0,200,2017-11-01,10.5,New Jersey,440.0,178 days,5
24789,2018-04-29,Off-White,Nike-Air-Max-90-Off-White,890.0,160,2017-09-09,8.5,Alaska,730.0,232 days,7
24790,2018-04-29,Off-White,Nike-Air-Max-97-Off-White,775.0,190,2017-11-01,11.0,California,585.0,179 days,5
24791,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White,1100.0,250,2017-09-09,8.0,California,850.0,232 days,7
24792,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,10.5,Florida,300.0,15 days,0
24793,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,564.0,250,2018-04-14,13.0,Florida,314.0,15 days,0
24794,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,565.0,250,2018-04-14,9.5,Michigan,315.0,15 days,0
24795,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,530.0,250,2018-04-14,11.0,California,280.0,15 days,0
24796,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,572.0,250,2018-04-14,11.5,Georgia,322.0,15 days,0
24797,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,525.0,250,2018-04-14,6.5,California,275.0,15 days,0
24798,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,10.5,Pennsylvania,295.0,15 days,0
24799,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,4.0,Utah,295.0,15 days,0
24800,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,530.0,250,2018-04-14,6.0,New York,280.0,15 days,0
24801,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,506.0,250,2018-04-14,4.0,Oregon,256.0,15 days,0
24802,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,4.0,California,295.0,15 days,0
24803,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-Black,671.0,250,2018-03-30,12.0,Illinois,421.0,30 days,0
24804,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-Black,590.0,250,2018-03-30,6.5,New York,340.0,30 days,0
24805,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-Black,600.0,250,2018-03-30,9.0,Florida,350.0,30 days,0
24806,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-Black,491.0,250,2018-03-30,4.0,Colorado,241.0,30 days,0
24807,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-Black,620.0,250,2018-03-30,9.5,Massachusetts,370.0,30 days,0
24808,2018-04-29,Off-White,Nike-Air-VaporMax-Off-White-Black,610.0,250,2018-03-30,5.5,Georgia,360.0,30 days,0
24850,2018-04-30,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2198.0,190,2017-09-09,11.0,New York,2008.0,233 days,7
24851,2018-04-30,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1850.0,190,2018-03-03,10.5,New Jersey,1660.0,58 days,1
24852,2018-04-30,Off-White,Nike-Air-Max-90-Off-White,1100.0,160,2017-09-09,14.0,Florida,940.0,233 days,7
24853,2018-04-30,Off-White,Nike-Air-Max-90-Off-White,887.0,160,2017-09-09,6.5,Connecticut,727.0,233 days,7
24854,2018-04-30,Off-White,Nike-Air-Max-97-Off-White,740.0,190,2017-11-01,11.5,California,550.0,180 days,5
24855,2018-04-30,Off-White,Nike-Air-Presto-Off-White,1700.0,160,2017-09-09,10.0,California,1540.0,233 days,7
24856,2018-04-30,Off-White,Nike-Air-Presto-Off-White,1750.0,160,2017-09-09,9.0,New York,1590.0,233 days,7
24857,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White,881.0,250,2017-09-09,9.5,Tennessee,631.0,233 days,7
24858,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,583.0,250,2018-04-14,12.0,Florida,333.0,16 days,0
24859,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,9.0,New York,300.0,16 days,0
24860,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,560.0,250,2018-04-14,12.0,California,310.0,16 days,0
24861,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,5.0,Michigan,300.0,16 days,0
24862,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,540.0,250,2018-04-14,10.5,California,290.0,16 days,0
24863,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,528.0,250,2018-04-14,10.5,Georgia,278.0,16 days,0
24864,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,530.0,250,2018-04-14,10.0,New York,280.0,16 days,0
24865,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,529.0,250,2018-04-14,12.0,Florida,279.0,16 days,0
24866,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,560.0,250,2018-04-14,9.0,Florida,310.0,16 days,0
24867,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,4.0,New York,295.0,16 days,0
24868,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,538.0,250,2018-04-14,12.0,Connecticut,288.0,16 days,0
24869,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,540.0,250,2018-04-14,10.0,Connecticut,290.0,16 days,0
24870,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,10.5,Wisconsin,295.0,16 days,0
24871,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,527.0,250,2018-04-14,10.5,New York,277.0,16 days,0
24872,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,540.0,250,2018-04-14,9.0,South Carolina,290.0,16 days,0
24873,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,535.0,250,2018-04-14,10.0,New York,285.0,16 days,0
24874,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,565.0,250,2018-04-14,12.0,California,315.0,16 days,0
24875,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,519.0,250,2018-04-14,10.5,California,269.0,16 days,0
24876,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,515.0,250,2018-04-14,6.5,New York,265.0,16 days,0
24877,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-2018,610.0,250,2018-04-14,5.5,Texas,360.0,16 days,0
24878,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-Black,611.0,250,2018-03-30,11.0,Pennsylvania,361.0,31 days,1
24879,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-Black,620.0,250,2018-03-30,9.0,Florida,370.0,31 days,1
24880,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-Black,640.0,250,2018-03-30,11.5,California,390.0,31 days,1
24881,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-Black,685.0,250,2018-03-30,12.0,New York,435.0,31 days,1
24882,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-Black,621.0,250,2018-03-30,9.5,California,371.0,31 days,1
24883,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-Black,601.0,250,2018-03-30,10.5,Alaska,351.0,31 days,1
24884,2018-04-30,Off-White,Nike-Air-VaporMax-Off-White-Black,601.0,250,2018-03-30,11.5,California,351.0,31 days,1
24885,2018-04-30,Off-White,Nike-Zoom-Fly-Off-White,682.0,170,2017-11-01,8.0,California,512.0,180 days,5
24923,2018-05-01,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2195.0,190,2017-09-09,11.0,California,2005.0,234 days,7
24924,2018-05-01,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1685.0,190,2018-03-03,11.0,New York,1495.0,59 days,1
24925,2018-05-01,Off-White,Nike-Air-Max-90-Off-White,840.0,160,2017-09-09,10.0,Florida,680.0,234 days,7
24926,2018-05-01,Off-White,Nike-Air-Max-97-Off-White,735.0,190,2017-11-01,13.0,Ohio,545.0,181 days,5
24927,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,532.0,250,2018-04-14,5.0,Oregon,282.0,17 days,0
24928,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,560.0,250,2018-04-14,10.0,Massachusetts,310.0,17 days,0
24929,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,530.0,250,2018-04-14,8.5,Pennsylvania,280.0,17 days,0
24930,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,549.0,250,2018-04-14,9.5,California,299.0,17 days,0
24931,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,555.0,250,2018-04-14,13.0,California,305.0,17 days,0
24932,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,530.0,250,2018-04-14,7.5,Massachusetts,280.0,17 days,0
24933,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,520.0,250,2018-04-14,11.5,New York,270.0,17 days,0
24934,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,583.0,250,2018-04-14,12.0,California,333.0,17 days,0
24935,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,9.5,California,300.0,17 days,0
24936,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,555.0,250,2018-04-14,11.0,Texas,305.0,17 days,0
24937,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,555.0,250,2018-04-14,10.5,Nevada,305.0,17 days,0
24938,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,10.5,Maryland,300.0,17 days,0
24939,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,555.0,250,2018-04-14,11.5,Texas,305.0,17 days,0
24940,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-2018,555.0,250,2018-04-14,9.5,Illinois,305.0,17 days,0
24941,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-Black,680.0,250,2018-03-30,12.0,Massachusetts,430.0,32 days,1
24942,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-Black,615.0,250,2018-03-30,10.0,Louisiana,365.0,32 days,1
24943,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-Black,685.0,250,2018-03-30,11.5,Virginia,435.0,32 days,1
24944,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-Black,645.0,250,2018-03-30,9.5,California,395.0,32 days,1
24945,2018-05-01,Off-White,Nike-Air-VaporMax-Off-White-Black,540.0,250,2018-03-30,3.5,Arizona,290.0,32 days,1
24946,2018-05-01,Off-White,Nike-Blazer-Mid-Off-White,970.0,130,2017-09-09,7.5,California,840.0,234 days,7
24991,2018-05-02,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2380.0,190,2017-09-09,10.0,New York,2190.0,235 days,7
24992,2018-05-02,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1640.0,190,2018-03-03,11.0,Florida,1450.0,60 days,1
24993,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White,948.0,250,2017-09-09,9.5,California,698.0,235 days,7
24994,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,9.5,Georgia,300.0,18 days,0
24995,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,12.0,California,295.0,18 days,0
24996,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,535.0,250,2018-04-14,5.5,California,285.0,18 days,0
24997,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,558.0,250,2018-04-14,9.5,Florida,308.0,18 days,0
24998,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,555.0,250,2018-04-14,9.5,New Jersey,305.0,18 days,0
24999,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,560.0,250,2018-04-14,9.0,New York,310.0,18 days,0
25000,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,501.0,250,2018-04-14,13.0,Iowa,251.0,18 days,0
25001,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,10.0,Texas,300.0,18 days,0
25002,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,525.0,250,2018-04-14,4.0,Oregon,275.0,18 days,0
25003,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,554.0,250,2018-04-14,11.5,Florida,304.0,18 days,0
25004,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,530.0,250,2018-04-14,11.5,New York,280.0,18 days,0
25005,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-2018,525.0,250,2018-04-14,8.0,Michigan,275.0,18 days,0
25006,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-Black,635.0,250,2018-03-30,13.0,New York,385.0,33 days,1
25007,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-Black,684.0,250,2018-03-30,12.0,Kentucky,434.0,33 days,1
25008,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-Black,600.0,250,2018-03-30,11.0,New York,350.0,33 days,1
25009,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-Black,639.0,250,2018-03-30,10.5,Oregon,389.0,33 days,1
25010,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-Black,640.0,250,2018-03-30,9.5,New York,390.0,33 days,1
25011,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-Black,687.0,250,2018-03-30,12.0,New York,437.0,33 days,1
25012,2018-05-02,Off-White,Nike-Air-VaporMax-Off-White-Black,677.0,250,2018-03-30,10.5,New York,427.0,33 days,1
25013,2018-05-02,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,590.0,200,2017-11-01,9.5,California,390.0,182 days,5
25014,2018-05-02,Off-White,Nike-Zoom-Fly-Off-White,720.0,170,2017-11-01,12.0,California,550.0,182 days,5
25060,2018-05-03,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2875.0,190,2017-09-09,8.0,Texas,2685.0,236 days,7
25061,2018-05-03,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1700.0,190,2018-03-03,10.5,California,1510.0,61 days,2
25062,2018-05-03,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1810.0,190,2018-03-03,9.0,California,1620.0,61 days,2
25063,2018-05-03,Off-White,Nike-Air-Force-1-Low-Off-White,1149.0,170,2017-11-01,8.5,Florida,979.0,183 days,6
25064,2018-05-03,Off-White,Nike-Air-Max-90-Off-White,895.0,160,2017-09-09,9.0,California,735.0,236 days,7
25065,2018-05-03,Off-White,Nike-Air-Max-97-Off-White,928.0,190,2017-11-01,6.5,California,738.0,183 days,6
25066,2018-05-03,Off-White,Nike-Air-Presto-Off-White,1760.0,160,2017-09-09,10.0,California,1600.0,236 days,7
25067,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White,1050.0,250,2017-09-09,10.0,Michigan,800.0,236 days,7
25068,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,6.0,Ohio,295.0,19 days,0
25069,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,575.0,250,2018-04-14,12.0,Arizona,325.0,19 days,0
25070,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,559.0,250,2018-04-14,11.0,Florida,309.0,19 days,0
25071,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,534.0,250,2018-04-14,10.0,California,284.0,19 days,0
25072,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,13.0,Maryland,300.0,19 days,0
25073,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,528.0,250,2018-04-14,10.5,Ohio,278.0,19 days,0
25074,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,527.0,250,2018-04-14,10.0,New York,277.0,19 days,0
25075,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,6.0,Virginia,300.0,19 days,0
25076,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,530.0,250,2018-04-14,10.0,Florida,280.0,19 days,0
25077,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,563.0,250,2018-04-14,8.5,Georgia,313.0,19 days,0
25078,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,562.0,250,2018-04-14,6.5,California,312.0,19 days,0
25079,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-2018,569.0,250,2018-04-14,8.0,Massachusetts,319.0,19 days,0
25080,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-Black,640.0,250,2018-03-30,13.0,California,390.0,34 days,1
25081,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-Black,643.0,250,2018-03-30,9.5,California,393.0,34 days,1
25082,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-Black,602.0,250,2018-03-30,10.0,North Carolina,352.0,34 days,1
25083,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-Black,618.0,250,2018-03-30,10.5,Texas,368.0,34 days,1
25084,2018-05-03,Off-White,Nike-Air-VaporMax-Off-White-Black,622.0,250,2018-03-30,10.0,California,372.0,34 days,1
25085,2018-05-03,Off-White,Nike-Zoom-Fly-Off-White,600.0,170,2017-11-01,7.0,New York,430.0,183 days,6
25141,2018-05-04,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2550.0,190,2017-09-09,9.0,Oregon,2360.0,237 days,7
25142,2018-05-04,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1775.0,190,2018-03-03,8.0,California,1585.0,62 days,2
25143,2018-05-04,Off-White,Nike-Air-Max-90-Off-White,877.0,160,2017-09-09,13.0,Virginia,717.0,237 days,7
25144,2018-05-04,Off-White,Nike-Air-Max-90-Off-White,825.0,160,2017-09-09,10.5,Delaware,665.0,237 days,7
25145,2018-05-04,Off-White,Nike-Air-Max-97-Off-White,799.0,190,2017-11-01,10.5,California,609.0,184 days,6
25146,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White,920.0,250,2017-09-09,8.5,Pennsylvania,670.0,237 days,7
25147,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,540.0,250,2018-04-14,11.0,New Mexico,290.0,20 days,0
25148,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,538.0,250,2018-04-14,11.0,California,288.0,20 days,0
25149,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,10.5,North Carolina,300.0,20 days,0
25150,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,535.0,250,2018-04-14,10.5,Pennsylvania,285.0,20 days,0
25151,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,560.0,250,2018-04-14,9.0,Arizona,310.0,20 days,0
25152,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,538.0,250,2018-04-14,4.0,Oregon,288.0,20 days,0
25153,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,516.0,250,2018-04-14,9.0,Washington,266.0,20 days,0
25154,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,10.0,New York,300.0,20 days,0
25155,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,520.0,250,2018-04-14,9.5,California,270.0,20 days,0
25156,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,554.0,250,2018-04-14,10.5,Illinois,304.0,20 days,0
25157,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,574.0,250,2018-04-14,12.0,California,324.0,20 days,0
25158,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,545.0,250,2018-04-14,10.0,Florida,295.0,20 days,0
25159,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,5.0,Massachusetts,300.0,20 days,0
25160,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-2018,530.0,250,2018-04-14,4.0,Pennsylvania,280.0,20 days,0
25161,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-Black,635.0,250,2018-03-30,11.0,Tennessee,385.0,35 days,1
25162,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-Black,680.0,250,2018-03-30,10.5,Virginia,430.0,35 days,1
25163,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-Black,540.0,250,2018-03-30,7.0,Florida,290.0,35 days,1
25164,2018-05-04,Off-White,Nike-Air-VaporMax-Off-White-Black,625.0,250,2018-03-30,10.0,California,375.0,35 days,1
25165,2018-05-04,Off-White,Nike-Blazer-Mid-Off-White,845.0,130,2017-09-09,10.0,California,715.0,237 days,7
25205,2018-05-05,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1687.0,190,2018-03-03,13.0,New Jersey,1497.0,63 days,2
25206,2018-05-05,Off-White,Nike-Air-Force-1-Low-Off-White,780.0,170,2017-11-01,11.0,California,610.0,185 days,6
25207,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White,980.0,250,2017-09-09,11.0,North Carolina,730.0,238 days,7
25208,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-2018,541.0,250,2018-04-14,5.0,Oregon,291.0,21 days,0
25209,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-2018,535.0,250,2018-04-14,10.0,Michigan,285.0,21 days,0
25210,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-2018,558.0,250,2018-04-14,13.0,New York,308.0,21 days,0
25211,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-2018,550.0,250,2018-04-14,11.0,Washington,300.0,21 days,0
25212,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-2018,540.0,250,2018-04-14,4.0,New York,290.0,21 days,0
25213,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-2018,500.0,250,2018-04-14,7.0,Minnesota,250.0,21 days,0
25214,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-2018,578.0,250,2018-04-14,12.0,California,328.0,21 days,0
25215,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-2018,535.0,250,2018-04-14,13.0,New York,285.0,21 days,0
25216,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-Black,518.0,250,2018-03-30,5.0,Washington,268.0,36 days,1
25217,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-Black,509.0,250,2018-03-30,4.0,Oregon,259.0,36 days,1
25218,2018-05-05,Off-White,Nike-Air-VaporMax-Off-White-Black,682.0,250,2018-03-30,10.5,Texas,432.0,36 days,1
25219,2018-05-05,Off-White,Nike-Blazer-Mid-Off-White,825.0,130,2017-09-09,10.5,California,695.0,238 days,7
25260,2018-05-06,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2260.0,190,2017-09-09,11.0,Oregon,2070.0,239 days,7
25261,2018-05-06,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2200.0,190,2017-09-09,12.0,Oregon,2010.0,239 days,7
25262,2018-05-06,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1888.0,190,2018-03-03,8.5,Oregon,1698.0,64 days,2
25263,2018-05-06,Off-White,Nike-Air-Force-1-Low-Off-White,875.0,170,2017-11-01,10.5,California,705.0,186 days,6
25264,2018-05-06,Off-White,Nike-Air-Presto-Off-White,1295.0,160,2017-09-09,7.0,New York,1135.0,239 days,7
25265,2018-05-06,Off-White,Nike-Air-Presto-Off-White,1751.0,160,2017-09-09,10.0,Oregon,1591.0,239 days,7
25266,2018-05-06,Off-White,Nike-Air-VaporMax-Off-White-2018,525.0,250,2018-04-14,10.0,Nebraska,275.0,22 days,0
25267,2018-05-06,Off-White,Nike-Air-VaporMax-Off-White-2018,540.0,250,2018-04-14,9.5,Wisconsin,290.0,22 days,0
